"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Boyle Heights,White Memorial Church ,"Jan 21 Tuesday, Jan 23 Thursday, Jan 25 Saturday, Jan 26 Sunday","Distribution Hub, Free Items","401 N State St, Los Angeles, California 90033",Volunteers for Tuesday 1/21 and Thursday 1/23 are still needed,"paper towels, napkins, clorox/lysol wipes, cleaning supplies, laundry detergent, cotton balls, q-tips, ziplock bags, body wash, shampoo, conditioner, razors, first-aid kits, eye drops, pots/pans, air purifiers, batteries, infant tylenol, diaper rash/butt paste, hand warmers, gloves, beanies, toilet paper, cotton rounds, pads, portable chargers","supplies, deliveries, family shelter, showers","Jan 1/21 10am-7pm
Jan 1/23 10am-7pm
Jan 1/25 10am-7pm
Jan 1/26 9am-5pm

To request or provide ANY services, fill out this survey.
",Instagram,,https://www.instagram.com/wmcsda/,1/20/2025 8:15 AM,,
Pomona,Pomona Valley Pride,"Jan 21 Tuesday, Jan 23 Thursday, Jan 22 Wednesday, Jan 24 Friday, Jan 25 Saturday, Jan 27 Monday, Jan 28 Tuesday, Jan 29 Wednesday, Jan 30 Thursday, Jan 31 Friday","Free Items, Services",235 W Mission Blvd Pomona CA ,"We need help identify places to take our donations, we need help with transportation from Pomona to Pasadena Area for donations.  Between the hours of 10am-7pm M- S . ","New Socks all sizes, dog food, self stable food,  diapers, hygiene products","Free community resources for Pomona and surrounding area for LGBT folks as a drop in center we are open 

Free clothing closet, Free therapy for LGBT  youth 13-26,  free pantry, basic hygiene  products, lots of programs for people of all ages all at no cost.","
M-Sat 10am-7pm  

We speak Spanish! Feel free to call the front desk if you need help finding us or have questions 909 326 0482 or info@pomona",Direct Contact,,https://www.instagram.com/pomonavalleypride/,1/20 7:45 AM,,
Hollywood,Compassion Connection,"Jan 21 Tuesday, Jan 23 Thursday, Jan 24 Friday","Free Items, Services, Donation Drives","1711 N Van Ness Ave. Hollywood, CA 90028",Additional volunteers are not needed at this time,"Clothing, Water, Shoes, accessories, Bedding, kitchen accessories/utensils, personal care products ","Showers, Charging, Clothing, Water, Shoes, Accessories, Bedding, kitchen wares / utensils, personal care products ","Compassion Connection utilizes facilities at the Hollywood Adventist Church

Showers, Charging, and our boutique offering clothing,shoes, accessories and bedding are open Tuesday & Thursday 9:30am - 3:00pm, Showers are also available on Friday 9:30am - 2pm",Compassion Connection,,https://compassionconnections.org,1/18 10:14 PM,,
DTLA,Tapestry Church,"Jan 21 Tuesday, Jan 23 Thursday, Jan 28 Tuesday, Jan 30 Thursday","Shelter, Donation Drives","1521 S Hill St, Los Angeles, California 90015",Volunteer sign up form here. ,"Battery power banks, blankets and heaters, lysol wipes, towels, socks, and underwear, men's 10.5 athletic shoes, women's leggings (medium/large), cups, plates, and utensils (non-disposable)",Connecting evacuees to people who can provide shelter email hello@tapestry.la,"You can drop off donations on Tuesdays and Thursdays from 7am-8pm. For questions, please contact mission@tapestry.la",Instagram,,https://www.instagram.com/p/DEyIR-_yN-i/?img_index=1,1/18 12:00 AM,,
Remote,Deaf Counseling Center,"Jan 21 Tuesday, Jan 28 Tuesday",Services,,,,"Free and confidential support group for deaf survivors of California wildfires Tuesdays at 5pm PST, beginning January 14, 2025.",Email info@deafcounseling.com or text 240-701-5155 for zoom link,Instagram Post,,https://www.instagram.com/p/DEoXC3IM-_Y/?utm_source=ig_web_copy_link,1/18 12:00 AM,,
Greater LA Area,"Momcozy, Babylist Beverly Hills","Jan 21 Tuesday, Jan 28 Tuesday","Free Items, Services","211 S Beverly Dr, Beverly Hills, CA 90212",,,"additional baby essentials to continue assisting families in need. Babylist Beverly Hills will be distributing these items on Jan. 21 and 28 from 11 a.m. 6 p.m. 

A 30-Minute Call with a NAPS Registered Nurse AND diapers (Size 1-4), wipes, baby blankets, diaper rash cream, breastmilk cooler bags, protable changing pads, bottle warmers, ","We are deeply committed to supporting L.A. families impacted by the recent wildfires. Due to overwhelming demand, our initial inventory has reached capacity. However, we’ve allocated additional baby essentials to continue assisting families in need. Babylist Beverly Hills will be distributing these items on Jan. 21 and 28 from 11 a.m. 6 p.m. ",LA Disaster Relief: Momcozy Baby Essentials Request Form,,https://docs.google.com/forms/d/e/1FAIpQLScirOsouELHRRrpQP-2SJ3T0qca6LAb13VtHMx8atQo8o-EQw/viewform,1/20 8:30 AM,,
Pasadena,Union Station Homeless Services,Jan 22 Wednesday,"Donation Drives, Free Items","412 S. Raymond Avenue, Pasadena, California 91104","VOLUNTEER INFO:
USHS.rosterfy.com",,"Donations

Wednesdays
11 AM- 7 PM","QUESTIONS:
eatonfire@ushs.org
",Instagram,,https://www.instagram.com/p/DE-2oH7y_gV/,1/20/2025 7:30 AM,,
Remote,Lumos Transforms,Jan 22 Wednesday,Services,,,,Free mental health support sessions for stress and trauma.,"Sessions specific to wildfire stress and trauma have ended, but they have other free offerings throughout the week:
Anchoring Resilience – Jan 19, 21
Tender Love Info Session – Jan 19
Roadmap to Trauma Healing – Jan 22

Register at: https://lumostransforms.com/anchoring/

Sessions happen live on Zoom. Closed captioning available. Come to one or as many as you need. 

contact: info@lumostransforms.com",Instagram,,https://www.instagram.com/p/DE5xY6DhjcG/?img_index=1,1/18 7:30 PM,,
Greater LA Area,FIGS - free resources for hospital workers ONLY,Jan 22 Wednesday,"Free Items, Free Prepared Meals",Westfield Century City Atrium,,,"New scrubs, food, PPE, and other essentials, as well as ""a little extra care""","For healthcare professionals impacted or displaced by fires: new scrubs, food, extra care at Westfield Century City 1/22/25 from 10am-8pm 

Must RSVP by Sunday 1/19 at 9pm here

Anyone in the healthcare community in need can also reach out to HereforLA@wearfigs.com with requests for FIGS' support.",Instagram,,https://www.instagram.com/p/DE1PraFxQvf/?hl=en&img_index=1,1/18/2025 10:41 PM,,
Silverlake,SELAH NHC,Jan 22 Wednesday,Free Prepared Meals,"2930 Hyperion Ave, Los Angeles, California 90027",Volunteer sign up: selahnhc.org/volunteer,hot ready meals,"come for hot meals, water, masks, hygiene supplies, clothing, device charging, smog relief (dates & times in notes)","atSilver Lake Community Church
Wednesdays / Miércoles, 2-4:30 p.m. ",Instagram,,https://www.instagram.com/p/DEpR-SdpaXX/?hl=en,1/18/2025 10:30 PM,,
Culver City,One Voice,"Jan 21 Tuesday, Jan 22 Wednesday, Jan 23 Thursday, Jan 24 Friday, Jan 25 Saturday, Jan 26 Sunday","Donation Drives, Free Items, Distribution Hub","10740 Washington Blvd, Culver City, CA, 90232",No longer accpting volunteers,"NEW!!! Clothes, NEW!!! Hygiene Products, New Essentials, Food & Water","New Clothes, New Hygiene Products, New Essentials, Food & Water","Hours: Daily 10am-7pm
RSVP Required for volunteers: https://docs.google.com/forms/d/e/1FAIpQLSc22dG9xXXyFqbB0iJHo-KKBS8w0OAZuZ-TbvZXTa7KjDuDlA/viewform",Instagram,,https://www.instagram.com/onevoicela/,1/20 8:30 AM,,
East Hollywood,Little Giants LA,"Jan 22 Wednesday, Jan 23 Thursday, Jan 24 Friday, Jan 25 Saturday, Jan 26 Sunday",Free Items,"4675 Hollywood Blvd, Los Angeles, CA 90027",,,"Sneakers, shirts, onesies, hoodies even some winter coats. Sizes from 6mos-11/12yrs.

Coloring kits",Open Wednesday - Sunday 12:30-7pm,Instagram,,https://www.instagram.com/wearelittlegiants/,1/18 10:00 PM,,
Santa Monica,Santa Monica College,"Jan 22 Wednesday, Jan 23 Thursday, Jan 24 Friday, Jan 26 Sunday",Distribution Hub,"1900 Pico Blvd, Santa Monica, CA 90405",,," 
essential aid to students, employees, and community members

Fire Disaster Support Distribution January 22-24 and January 26","at Corsair Gym at the Santa Monica College Main Campus

Wednesday, Jan. 22, 1 to 6 p.m.
Thursday, Jan. 23, 10 a.m. to 6 p.m.
Friday, Jan. 24, 10 a.m. to 6 p.m.
Sunday, Jan. 26, 10 a.m. to 5 p.m.

Public Parking: Metered parking available. Limited parking available in Lot #3; enter from Pico at 17th Street Signal.",SMC,,https://www.smc.edu/news/2025/2025-01-18-smc-foundation-to-hold-a-four-day-fire-disaster-support-distribution-event.php,1/18 3:00 PM,,
Torrance,Iglesia Bautista Horeb,"Jan 22 Wednesday, Jan 26 Sunday, Jan 29 Wednesday","Services, Free Prepared Meals","925 W. 223rd ST. Torrance, CA 90502",,,"FEMA Application Help, Resources available in SPANISH

Free meals Wednesday Nights","If you need help with resources, accessing support, we are here to help! Open on Sundays and Wednesday nights. Support in SPANISH available. ","website

",,https://www.iglesiahoreb.org,1/19 4:30 PM,,
Oxnard,Food Share of Ventura County,"Jan 22 Wednesday, Jan 29 Wednesday","Free Items, Donation Drives","3250 S Rose Ave
Oxnard, California 93033",,,"Emergency food boxes contain shelf-stable pantry items like peanut butter, rice, pasta and beans. When supplies allow, boxes are supplemented with fresh produce & dairy items.

Wednesdays 2pm","Distributions are for residents of Ventura County. Proof of residence/address within Ventura County is required. An AG card is OK. Food boxes are limited to one box per ID on a first-come, first-served basis. Boxes are distributed at each site until supplies run out.",Food Share VC,,https://foodshare.com/emergency-food-box/,1/18 7:00 PM,,
Los Feliz,Philosophical Research Society,Jan 23 Thursday,Donation Drives,"3910 Los Feliz Blvd
Los Angeles, CA 90027",,"Bottled water, preferably gallon sized

Thursday 16th, 1 PM - 7 PM",,,Instagram,,https://www.instagram.com/philosophical_research_society/,1/18 12:00 AM,,
Remote,Trauma Resource Institute,Jan 23 Thursday,,,,,"Free online mental health support open to the public - 1-hour meetings designed to support Southern California community.

Thursday, January 16 at 12noon 
Thursday, January 23 at 12noon
Thursday, January 30 at 12noon 

Register: https://bit.ly/UnitedForHealing","The Trauma Resource Institute (TRI) will be hosting weekly United for Healing Gatherings. Led by Elaine Miller-Karas and Dr. Michael Sapp, these 1-hour meetings are supportive and welcoming spaces designed to help community members who have experienced the devastating impact of wildfires in Southern California. These gatherings bring together survivors, first responders, and anyone impacted by the fires led by trauma and resiliency-informed facilitators to foster healing and hope.


First meeting will be conducted in English, with Spanish translation being added to subsequent meetings. ",zoom registration,,https://us06web.zoom.us/meeting/register/Y8_nRN0FSb6Icjm7tGxwfQ#/registration,1/18 12:00 AM,,
El Monte,People's Cafe LA,Jan 23 Thursday,"Free Items, Donation Drives","2315 Mountain View Rd
El Monte, California 91733",,,"Food Distribution 
2nd and 4th Tuesday of every month 9:00AM","Tickets 8am distribution 10:30am, donation $5",Instagram,,https://scc.adventist.org/evacuation-centers,1/18 12:00 AM,,
North Hollywood,LA Family Housing,Jan 23 Thursday,"Shelter, Free Items, Donation Drives","7843 Lankershim Blvd, N Hollywood, CA 91605","Sorting & Delivery Volunteers: 1/14/-1/30 shifts from 9am-12pm or 4pm-7pm
Kitchen Volunteers: Mon - Sat shifts from 11:30am-2pm or 4:30pm-7pm
Sandwich Making: Ongoing - purchase ingredients, assemble sandwiches, deliver sandwiches

We ask that everyone signs up through our website: volunteer.lafh.org/search","Hygiene Kits: Shampoo, Conditioner, Soap, Toothbrush, Toothpaste, Lotion, Wet wipes, Beanie, Gloves, Snacks, Mini Water Bottle

Not essential, but highly requested: Pads and tampons, Shaving cream and razor, deodorant, bandaids, tissues (individually packaged)
","Walk-ins are welcome to our intake office in North Hollywood (7843 Lankershim Blvd., N. Hollywood, CA 91605) for those seeking shelter. This is available to any adult individuals and families.","Homeless Connect Day Jan. 23 9am-1pm

a monthly event that is open to all! Here, you can find services such as

✅ Documentation (I.e. IDs, birth certificates)
✅ Legal services
✅ Medical services
✅ Housing Resources
✅ Clothes and Food

And much more!

Parking and shuttle service available",Instagram,,https://www.instagram.com/lafamilyhousing,1/18 10:00 PM,,
Little Tokyo,J-Town Action,Jan 24 Friday,"Donation Drives, Free Items, Wifi/Charging, Free Prepared Meals",,"Power-Up events on Saturdays at 2pm - help serve meals, distribute supplies, and provide electricity with their team.","Tents, Blankets, Tarps, Wipes, Goggles, Aspirin","Meals, supplies, electricity","Donation drive Tuesday 1/14 at @scribble.community and Wednesday 1/15 at @pieterperformancespace.
LA Fire Relief and Mutual Aid Opportunities 1/24 7:30pm - 12:30am",Instagram,,https://www.instagram.com/p/DEvs1rjyaCy/,1/18 2:15 PM,,
Pasadena,Tail Town Cats,"Jan 24 Friday, Jan 25 Saturday, Jan 26 Sunday, Jan 31 Friday",Free Items,"1780 E. Washington Blvd., Pasadena, CA  91104",,"pet food, litter, blankets, pet medical supplies","free pet supplies including food, litter, blankets, pet medical supplies","Pick ups are between 11am - 4pm on Fridays, Saturdays and Sundays or be appointment

message them through tailtown.cats on Instagram or via email at info@tailtowncats.com ",Instagram,,https://www.instagram.com/tailtown.cats/,1/20 8:30 AM,,
Eaton,We Explore Earth,Jan 25 Saturday,"Services, Donation Drives","975 East Broadway, San Gabriel","Trail restoration replant, rebuild, restore",,,"To volunteer, fill out contact form",Instagram,,https://docs.google.com/forms/d/e/1FAIpQLSfCCn6SG7EharObWXQWQGkgFuKhqCdVC85YjftnkvT7ytBWLA/viewform,1/19 7:21 PM,,
Bakersfield,White Wolf Wellness ,Jan 25 Saturday,Animal Boarding,"13227 Round Mountain Rd, Bakersfield, California 93308","Volunteers needed to help 
1. Removing invasive reeds along the Kern River 
2. Creating secure fencing in anticipation, we may get some larger animals to temporarily care for 
3. Naitive garden maintanace and re planting 

Thursday 01/16  9am-11am 
Saturday 01/18 9am-11am
Saturday 01/25 9am-11am ",,"Providing animal on boarding for horses, chickens, sheep, and goats etc","To Prepare: dress for weather, gloves, clippers and shovels if you have them. Call 661-314-7575 or 773-710-3518 with questions",Instagram,,https://www.instagram.com/p/DEsjOLjig7o/,1/18 12:00 AM,,
Frogtown,Coco's Variety,"Jan 25 Saturday, Jan 26 Sunday",Free Items,"2910 Denby Ave, Los Angeles, CA 90039",,"Most asked for that we don’t have:
- Air purifier/filter
- New sheets
- New bed pillow

Most popular, most needed:
- Casual Shoes / sneakers / boots
- New undergarments / socks
- Blankets / towels
- Sunglasses
- Jackets esp. puffers
- Bluetooth speakers
- Nail polish
- Duffle bags
- Blue Ikea bags
- Knitting yarn/needles

NOT ACCEPTING
- T-shirts, unless new in packs
- Suits, sport coats",Free Store January 25 / 26 - 10 AM - 2 PM,DM me. Quick 👍 or 👎 as to whether we need it.,Instagram,,https://www.instagram.com/p/DE5Wo8iS5RG/,1/19 10:30 PM,,
West LA,COLLINS & KATZ FAMILY YMCA,,Free Prepared Meals,"1466 S Westgate Ave
Los Angeles, California 90025","Can take the first 30 volunteers per shift
Shifts are 9a-12p adn 12p-3p","Children's cold medicine, liquid hand soap, mouth wash, lotion, razors, deodorant, body wash, conditioner, aquaphor, a&d diaper cream, thermometer, lotion, neosporin, non-perishables, cooking oil, salt and pepper, instant coffee, pasta sauce, vitamin water, gatorade, kid's beverages, water, portable chargers, pens, trash bags, advil/tylenol, laundry pods, tissues, toilet paper, fllushable wipes, packin boxes, napkins, totes, ziploc bags","Food, hygiene, baby supplies

Sunday Jan 19
WCK Providing Meal Service 11am-3pm",,Instagram,,https://www.instagram.com/p/DE-ILsvp-bg/?img_index=1,1/19/2025 9:30 PM,,
Pasadena,Pasadena Sierra Madre YMCAs ,,Free Prepared Meals,"611 E Sierra Madre Blvd, Sierra Madre CA 91024",,,"WCK meal Service
Sunday Jan 19
11am-3pm",,Instagram,1,https://www.instagram.com/p/DEsTyu_NUru/,1/19/2025 9:30 PM,,
Koreatown,K-Town YMCA,,"Services, Shelter, Free Items","433 S Vermont Ave, Los Angeles, California 90020",01/19 9a-1p,"moving boxes, body wash, water, food, emergency supplies, hygeine products, toiletries, floss, shampoo, diapers, lysol/sani wipes, contacts/saline solution, sleeping bags, garbage bags, baby food","Care packages catered to recipients needs. Sign up for pick up at link. 
",open until 10,,,,1/19 9:45 PM,,
Woodland Hills ,World Central Kitchen: Taft High School,,Free Prepared Meals,"5461 Winnetka Ave,
Woodland Hills, CA 91364",,,Meal Service: 12-8 PM,"Help WCK provide nourishing hot meals to families impacted by wildfires in California.
This location open as of 1/18
",Website,,https://wck.org/news/meal-locations-ca,1/19 9:45 PM,,
Burbank,Westminster Presbyterian Church (West Pres Church),,"Wifi/Charging, Free Prepared Meals","542 N Buena Vista St, Burbank, California 91505",,"Chapstick, eye drops, remedies for sore throats, womens shoes & boots - size 8, kids clothes and shoes, unopened/brand new underwear and socks, hair brushes, small hand sanitizers, gift cards up to $50.00","power, water, snacks, hygine products ","Weekdays: 5:00 PM - 7:00 PM
Weekends: 9:00 AM - 12:00 PM",Instagram,,https://www.instagram.com/p/DE6AGlLyvw2/?img_index=1,1/19/2025 10:00 PM,,
San Gabriel Valley,San Gabriel Valley Humane Society,,Donation Drives,"851 E Grand Ave, San Gabriel, California 91776",Volunteers to help with donation drive and distro. Instagram says volunteers can just show up 9am-4:30pm,,"Pet donations (bunny food, guinea pig food, turtle food, peanut butter, pumpkin puree, timpthy hay, treats, pooper scoopers, XXL Kongs, toys, slip leads, blankets, towels) 
Cleaning/Facility supplies (laundry detergent, bleach, lysol, disinfectant wipes, paper towels, toilet paper, hand soaps, distilled water, gloves, first aid/band aids, alcohol, neosporin, trash bags 13 gallon, water hoses)",,Instagram,,https://www.instagram.com/p/DE6cfyrRle2/?img_index=1,1/19 10:15 PM,,
